,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
328,1180800,144.49,4.013611111111111e-05,1.879931743598952e-05,1.2948125864637726e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018098840453174435,0.000291001223795908,0.00018279440800305868,0.00020730181588109214,2.8831268667105265e-05,4.6338511136082565e-05,5.3217111050002157e-05,2.5567425953781274e-05,0.00015215713586463908,0.00024466271265982545,0.00012957729695305651,0.00018173438992731086,37.804933542588984,37.18431640299202,28.762562171737795
329,1184400,143.64,3.9899999999999994e-05,1.8379386191251668e-05,1.2665078678121242e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017945401173739017,0.0002885353808369079,0.00018085822166075583,0.00020566906184845625,2.8191979793333477e-05,4.5311960209478187e-05,5.20431968539385e-05,2.5003771730393227e-05,0.0001512620319440567,0.0002432234206274297,0.00012881502480681733,0.00018066529011806303,37.80519698593741,37.31852879318659,28.7196387313385
330,1188000,139.09,3.863611111111111e-05,1.8373620747843662e-05,1.263200773120661e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017463145925641536,0.0002807765319018346,0.00017669171473948993,0.00019990327912673667,2.8160865946064144e-05,4.525755685958167e-05,5.1957087891952875e-05,2.4960817399352995e-05,0.0001464705933103512,0.00023551897504225287,0.00012473462684753705,0.00017494246172738368,37.80411130746846,37.0703407643538,28.8034232160731
331,1191600,129.72,3.603333333333333e-05,1.838479683814226e-05,1.2637933146725465e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001647800385514206,0.00026493555416109944,0.00016831617253043103,0.00018813108725102232,2.8176649636194772e-05,4.528265717007891e-05,5.198447510673049e-05,2.4973878714993753e-05,0.00013660338891522582,0.00021965289699102053,0.00011633169742370055,0.00016315720853602854,37.8037277506277,36.4690129781211,28.98986780135014
332,1195200,120.84,3.3566666666666665e-05,1.8552290360738936e-05,1.2716616984436314e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015565763718616913,0.00025026138216636544,0.00016073884890198924,0.00017714567559965464,2.8405451582438872e-05,4.5644853702019774e-05,5.237065342958734e-05,2.515741565906192e-05,0.00012725218560373025,0.00020461652846434566,0.00010836819547240189,0.00015198825994059271,37.80197494366386,35.77161305888761,29.21573673644378
333,1198800,109.3,3.036111111111111e-05,1.8475787361671147e-05,1.2749546478762435e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001434534881477996,0.00023065056152803901,0.00015037865765282809,0.00016263034217823947,2.835365459526965e-05,4.55745390093947e-05,5.23594275540733e-05,2.5156684353787426e-05,0.00011509983355252993,0.0001850760225186443,9.801923009875477e-05,0.00013747365782445205,37.80483897484,34.80238822893682,29.49059343240778
334,1202400,105.25,2.923611111111111e-05,1.831520603551201e-05,1.2620675612698209e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001389283255322036,0.00022337170722027568,0.00014624826675790892,0.00015729595747784766,2.8093398895389556e-05,4.515348791481076e-05,5.186103923829373e-05,2.4916245803341036e-05,0.00011083492663681404,0.0001782182193054649,9.438722751961518e-05,0.00013237971167450664,37.80397380622566,34.526951251848686,29.58107388115546
335,1206000,117.17,3.2547222222222224e-05,1.8412515316065348e-05,1.2687491116801344e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015162992024664692,0.00024379523382436522,0.00015721297989332796,0.00017242060306736916,2.8242477452960433e-05,4.539306037048086e-05,5.213600651115872e-05,2.5048338773763966e-05,0.00012338744279368649,0.00019840217345388434,0.00010507697338216924,0.0001473722642936052,37.80439516061908,35.514334129030914,29.276466827245574
336,1209600,122.01,3.3891666666666666e-05,1.937447495011257e-05,1.3153060154450036e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015805127745163494,0.0002540897989315881,0.0001638041478139294,0.00017957877548901709,2.9567007627808965e-05,4.749212731676833e-05,5.4386707151998285e-05,2.6118931105106787e-05,0.00012848426982382596,0.0002065976716148197,0.00010941744066193111,0.00015345984438391028,37.79707878229729,35.53296964195224,29.32468117802422
337,1213200,173.46,4.818333333333333e-05,1.8207417704419448e-05,1.2593732419036024e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020722666489859942,0.0003386702964663666,0.00020722666489859942,0.00024299854858483917,5.166933962019134e-05,4.495312477300848e-05,5.166933962019134e-05,2.4826721629400444e-05,0.00015555732527840807,0.00029371717169335813,0.00015555732527840807,0.00021817182695543872,38.8116799551746,38.8116799551746,28.249229082016235
338,1216800,239.43,6.650833333333333e-05,1.8099782220366748e-05,1.257554493216976e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002662174300614693,0.0004501882523817507,0.0002662174300614693,0.00032589439309619104,5.149881832729866e-05,4.476508612704798e-05,5.149881832729866e-05,2.474784329830852e-05,0.00021471861173417067,0.00040542316625470274,0.00021471861173417067,0.0003011465497978825,40.86530942266299,40.86530942266299,27.60930757921265
339,1220400,252.89,7.024722222222221e-05,1.803979494785913e-05,1.2550550335187046e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00027815756533409173,0.00047285454559776264,0.00027815756533409173,0.0003427620139241882,5.13681499665337e-05,4.463976668888838e-05,5.13681499665337e-05,2.4685954205746506e-05,0.00022678941536755803,0.00042821477890887425,0.00022678941536755803,0.00031807605971844165,41.17481413180521,41.17481413180521,27.51216687768477
340,1224000,239.14,6.642777777777776e-05,1.7983694921287202e-05,1.2500908442758165e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026564149748292416,0.0004494184025447928,0.00026564149748292416,0.00032537817888480055,5.118295506923511e-05,4.44862888658486e-05,5.118295506923511e-05,2.4596380786543864e-05,0.00021445854241368905,0.0004049321136789442,0.00021445854241368905,0.00030078179809825666,40.89216285342296,40.89216285342296,27.60016567137109
341,1227600,229.0,6.36111111111111e-05,1.794135170663055e-05,1.2459837158419354e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002563996179520749,0.00043212767741282454,0.0002563996179520749,0.00031255249178061754,5.103453384763904e-05,4.4365471037988785e-05,5.103453384763904e-05,2.4524425524446284e-05,0.00020536508410443587,0.0003877622063748357,0.00020536508410443587,0.00028802806625617125,40.665772790311536,40.665772790311536,27.671262888808958
342,1231200,218.64,6.073333333333332e-05,1.817141650626505e-05,1.2545857596825124e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002475864111647456,0.00041505228587588986,0.0002475864111647456,0.000299747537703931,5.151207933682482e-05,4.4832509448841464e-05,5.151207933682482e-05,2.474991147576823e-05,0.00019607433182792077,0.0003702197764270484,0.00019607433182792077,0.0002749976262281628,40.348139357367714,40.348139357367714,27.78077656616921
343,1234800,217.89,6.0524999999999994e-05,1.810927946895964e-05,1.253092085234101e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000246804736081235,0.0004136676405981774,0.000246804736081235,0.00029875332437545577,5.14029973235253e-05,4.471782772912521e-05,5.14029973235253e-05,2.4699021508393955e-05,0.00019540173875770976,0.0003689498128690522,0.00019540173875770976,0.0002740543028670618,40.33743231055081,40.33743231055081,27.779382515043157
344,1238400,216.79,6.021944444444444e-05,1.829277514363833e-05,1.2613445125935818e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002462325215333465,0.0004121967492999979,0.0002462325215333465,0.0002975664185736227,5.1817252611946235e-05,4.510954964934006e-05,5.1817252611946235e-05,2.4895656636175743e-05,0.00019441526892140023,0.0003670871996506578,0.00019441526892140023,0.000272670761937447,40.26335191834863,40.26335191834863,27.80961541328094
345,1242000,223.1,6.197222222222221e-05,1.84096248692735e-05,1.2667139552595072e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025215780971347707,0.00042313240270710356,0.00025215780971347707,0.00030562950868551225,5.208379109470131e-05,4.5360576321837814e-05,5.208379109470131e-05,2.5022252870002178e-05,0.00020007401861877575,0.0003777718263852657,0.00020007401861877575,0.00028060725581551004,40.406877823530046,40.406877823530046,27.76976976233323
346,1245600,219.81,6.105833333333333e-05,1.841616964386809e-05,1.267051451224654e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002492231783874405,0.00041757606356487457,0.0002492231783874405,0.00030149899769052355,5.209960136999045e-05,4.537514398735207e-05,5.209960136999045e-05,2.5029787019043144e-05,0.00019712357701745002,0.0003722009195775225,0.00019712357701745002,0.00027646921067148037,40.31669912786531,40.31669912786531,27.797825594549984
347,1249200,225.74,6.270555555555556e-05,1.8477303788376625e-05,1.2704007075410232e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002546935481318616,0.000427756034616596,0.0002546935481318616,0.0003090302907787657,5.225200190594296e-05,4.55139365071836e-05,5.225200190594296e-05,2.510253673218015e-05,0.00020244154622591862,0.0003822420981094124,0.00020244154622591862,0.0002839277540465856,40.45822208910573,40.45822208910573,27.755480748330275
348,1252800,233.73,6.492499999999999e-05,1.8509544240498807e-05,1.2720334280876422e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00026193607447493663,0.0004413567300157952,0.00026193607447493663,0.0003191165832829603,5.232917007436984e-05,4.558528680186353e-05,5.232917007436984e-05,2.5139291029445414e-05,0.0002096069044005668,0.0003957714432139317,0.0002096069044005668,0.00029397729225351485,40.65207197235613,40.65207197235613,27.69645015460855
349,1256400,217.91,6.053055555555555e-05,1.86533805367026e-05,1.2793957572875884e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00024809499447621045,0.0004148883644987246,0.00024809499447621045,0.00029938366664756405,5.267531990329508e-05,4.59046859347925e-05,5.267531990329508e-05,2.5304208490872906e-05,0.00019541967457291538,0.0003689836785639321,0.00019541967457291538,0.0002740794581566912,40.201987882701125,40.201987882701125,27.839946292713062
350,1260000,164.59,4.5719444444444444e-05,1.8799076143870747e-05,1.2844263469799926e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020057053286220077,0.00032489243000832936,0.00020057053286220077,0.000232457429689935,5.29677416274885e-05,4.619469399420613e-05,5.29677416274885e-05,2.5441973685117372e-05,0.00014760279123471226,0.00027869773601412324,0.00014760279123471226,0.0002070154560048176,38.26555673917712,38.26555673917712,28.45095538730299
351,1263600,143.53,3.9869444444444444e-05,1.9908415437653188e-05,1.3303872627368634e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018136603459235418,0.0002915457645482015,0.00018409428959037164,0.0002071102653941054,3.0219839626255153e-05,4.8508605242611214e-05,5.5377911767185246e-05,2.658332936900379e-05,0.00015114619496609902,0.0002430371593055903,0.00012871637782318638,0.00018052693602510158,37.791572834744855,36.85578321617662,28.961319086539604
352,1267200,145.18,4.032777777777778e-05,1.8878375350624637e-05,1.2998683561684217e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001818332840238458,0.00029235908235915775,0.0001836276524860503,0.00020827249515294383,2.894953438838107e-05,4.652800322597582e-05,5.343156990839963e-05,2.5670247733420037e-05,0.00015288374963546474,0.00024583107913318195,0.00013019608257765068,0.00018260224741952378,37.804810934360866,37.19105594247723,28.761407556654966
353,1270800,146.51,4.069722222222222e-05,1.8757911629247236e-05,1.2955878329674465e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018307985141483664,0.00029436969406125595,0.00018457569945578753,0.0002098299534480615,2.8795527409519538e-05,4.6286546218560817e-05,5.318688516696264e-05,2.5554879268185313e-05,0.0001542843240053171,0.00024808314784269513,0.0001313888142888249,0.00018427507417987618,37.80614815031224,37.2979952829727,28.718900864707365
354,1274400,142.49,3.9580555555555556e-05,1.8769625460398323e-05,1.2958384809530896e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017886024462943144,0.0002875838814919392,0.00018099042245598183,0.00020478296055161544,2.880923563675086e-05,4.63077383201036e-05,5.320670702348806e-05,2.556409958724057e-05,0.0001500510089926806,0.0002412761431718356,0.00012778371543249376,0.00017921886096437486,37.80588685932845,37.065171553762866,28.791919947239673
355,1278000,136.41,3.789166666666666e-05,1.903535866323777e-05,1.3172779002481664e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017288916481193243,0.0002779870431992501,0.00017636540223485688,0.0001975350059057508,2.924078151000558e-05,4.700607127090368e-05,5.4034174624873926e-05,2.5963352988701398e-05,0.00014364838330192686,0.00023098097192834647,0.00012233122760998296,0.00017157165291704942,37.80675429249689,36.55625089387884,28.94093061590445
356,1281600,137.11,3.808611111111111e-05,1.921286364935097e-05,1.3218576132166197e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017384001766304426,0.00027950427031614146,0.00017731226815942397,0.0001985645909809028,2.945448995593189e-05,4.733799906699848e-05,5.435328701724401e-05,2.6112502926825782e-05,0.00014438552770711235,0.00023216627124914295,0.00012295898114217995,0.00017245208805407705,37.804163969868,36.561875080166125,28.95829793358415
357,1285200,132.26,3.6738888888888886e-05,1.890548792656259e-05,1.3144725708703864e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016836676693356807,0.00027072459088995157,0.00017242332324266983,0.00019221273940480513,2.9088596890955008e-05,4.677075064918398e-05,5.38137772878546e-05,2.5860809085847873e-05,0.00013927817004261305,0.00022395384024076758,0.00011860954595481524,0.00016635193031895725,37.808838724219015,36.31043169153437,29.000635378949074
358,1288800,147.82,4.106111111111111e-05,1.876135687370344e-05,1.3083855675267288e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001845607800635178,0.00029676987068009687,0.0001860614752491755,0.00021163386997347854,2.889694295706792e-05,4.646851982276844e-05,5.349786506438199e-05,2.5711124322879277e-05,0.0001556638371064499,0.00025030135085732846,0.0001325636101847935,0.00018592274565059928,37.810135631165494,37.30445923543886,28.687548541068274
359,1292400,178.41,4.955833333333333e-05,1.869352193627381e-05,1.2933635953805596e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021305406626830428,0.00034825729568402407,0.00021305406626830428,0.00024989174364752417,5.305762672650338e-05,4.615836450789113e-05,5.305762672650338e-05,2.5493982508818866e-05,0.0001599964395418009,0.00030209893117613294,0.0001599964395418009,0.0002243977611387053,38.82279885914881,38.82279885914881,28.245080076010108
360,1296000,211.54,5.8761111111111104e-05,1.9375035781917356e-05,1.3195024311269094e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002441951251159251,0.0004057483906979682,0.0002441951251159251,0.0002922373618390353,5.448800768600214e-05,4.755093595328374e-05,5.448800768600214e-05,2.6169863429295258e-05,0.000189707117429923,0.0003581974547446845,0.000189707117429923,0.00026606749840974,39.81611986288824,39.81611986288824,27.975718810288146
361,1299600,243.33,6.759166666666667e-05,1.817888870331652e-05,1.278096852607225e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00027030083273321085,0.0004571955250573141,0.00027030083273321085,0.00033108938960768895,5.208473703394276e-05,4.516854830103118e-05,5.208473703394276e-05,2.5037558332081267e-05,0.00021821609569926806,0.0004120269767562829,0.00021821609569926806,0.00030605183127560765,40.87850428996962,40.87850428996962,27.582539315934135
362,1303200,289.88,8.052222222222222e-05,1.8198837417682145e-05,1.2864363637467391e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00031226996230241397,0.0005361633076077735,0.00031226996230241397,0.0003897495058382745,5.230825671204767e-05,4.531392601852732e-05,5.230825671204767e-05,2.5148737950331603e-05,0.00025996170559036626,0.0004908493815892462,0.00025996170559036626,0.0003646007678879429,41.75842362363729,41.75842362363729,27.307687730956598
363,1306800,300.91,8.358611111111111e-05,1.8204932858182747e-05,1.2875361261051038e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0003221951257223925,0.000554864654097528,0.0003221951257223925,0.000403639142367769,5.2341818046122635e-05,4.5338341782017786e-05,5.2341818046122635e-05,2.5165232249234086e-05,0.0002698533076762699,0.0005095263123155102,0.0002698533076762699,0.00037847391011853495,41.93266351657703,41.93266351657703,27.254486407270445
364,1310400,291.54,8.098333333333333e-05,1.8178297630298284e-05,1.2864744350585473e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0003137353313122431,0.0005389435968022442,0.0003137353313122431,0.0003918269899754908,5.2284953059809704e-05,4.52833625379664e-05,5.2284953059809704e-05,2.513833304831106e-05,0.0002614503782524334,0.0004936602342642778,0.0002614503782524334,0.00036668865692717975,41.78698231619167,41.78698231619167,27.297217686535614
365,1314000,263.62,7.322777777777778e-05,1.8123517827357768e-05,1.2798537659506184e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002884735689078361,0.0004914927283859531,0.0002884735689078361,0.0003566013427831679,5.206158868245882e-05,4.51090041740133e-05,5.206158868245882e-05,2.502947017857463e-05,0.00023641198022537728,0.0004463837242119398,0.00023641198022537728,0.0003315718726045933,41.30664560284047,41.30664560284047,27.445245435423693
366,1317600,243.49,6.76361111111111e-05,1.8326398363431194e-05,1.2869571249046864e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002708307240094468,0.00045781209898778665,0.0002708307240094468,0.0003314755671679477,5.247114178853376e-05,4.551419667246457e-05,5.247114178853376e-05,2.5222493575305237e-05,0.00021835958222091306,0.00041229790231532207,0.00021835958222091306,0.0003062530735926425,40.842383893250506,40.842383893250506,27.5957171291817
367,1321200,235.22,6.533888888888889e-05,1.837272371123582e-05,1.2916423890215583e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002635812456012928,0.0004439434644485953,0.0002635812456012928,0.00032115489249526577,5.263812296790673e-05,4.564902696611108e-05,5.263812296790673e-05,2.5303531164363542e-05,0.0002109431226333861,0.0003982944374824842,0.0002109431226333861,0.00029585136133090223,40.62729452979408,40.62729452979408,27.658605607774938
368,1324800,231.84,6.44e-05,1.834667997601789e-05,1.291689437966984e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002605205152540518,0.0004381813916770864,0.0002605205152540518,0.0003168904407233095,5.260854539041682e-05,4.5610256629305065e-05,5.260854539041682e-05,2.5290323339769093e-05,0.000207911969863635,0.0003925711350477813,0.000207911969863635,0.0002916001173835404,40.54505275613349,40.54505275613349,27.680534421954896
369,1328400,224.36,6.232222222222222e-05,1.8401446947951697e-05,1.2919765880377374e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025388397785771195,0.0004256024838900788,0.00025388397785771195,0.00030751479563765965,5.268000288098163e-05,4.569711872737943e-05,5.268000288098163e-05,2.5322756575499887e-05,0.0002012039749767303,0.0003799053651626994,0.0002012039749767303,0.00028219203906215977,40.347157860271544,40.347157860271544,27.746005421086284
370,1332000,223.84,6.217777777777777e-05,1.854466971566734e-05,1.2994329508204538e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025376532826569233,0.000425041745077083,0.00025376532826569233,0.00030702648569773963,5.3027684484308364e-05,4.601688798126103e-05,5.3027684484308364e-05,2.5488484165943324e-05,0.00020073764378138396,0.000379024857095822,0.00020073764378138396,0.00028153800153179635,40.296375307872175,40.296375307872175,27.76556908732361
371,1335600,221.44,6.15111111111111e-05,1.876745903086146e-05,1.3118034932722788e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00025217237494630864,0.00042148593730598476,0.00025217237494630864,0.00030427496086419804,5.358702898959997e-05,4.6524963595750626e-05,5.358702898959997e-05,2.5755594087924888e-05,0.00019858534595670866,0.00037496097371023416,0.00019858534595670866,0.00027851936677627317,40.17063141937286,40.17063141937286,27.808988644073185
372,1339200,229.78,6.382777777777777e-05,1.8689920416377185e-05,1.3066362595459288e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002594362691508813,0.00043541920010430117,0.0002594362691508813,0.0003146613535057213,5.337168825342597e-05,4.6336231629149385e-05,5.337168825342597e-05,2.5652230954005053e-05,0.00020606458089745535,0.00038908296847515176,0.00020606458089745535,0.00028900912255171624,40.41689730523242,40.41689730523242,27.73369813955225
373,1342800,228.17,6.338055555555555e-05,1.864809429837173e-05,1.3055610366234154e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002579173362519907,0.0004326148523787997,0.0002579173362519907,0.00031260125516047963,5.329658847858838e-05,4.6258072341479734e-05,5.329658847858838e-05,2.5617133423926783e-05,0.0002046207477734023,0.00038635678003731997,0.0002046207477734023,0.0002869841217365528,40.38176571289859,40.38176571289859,27.74144173701082
374,1346400,199.98,5.5549999999999995e-05,1.8937894870006697e-05,1.3115363996800582e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023312178588960402,0.00038540233175986624,0.00023312178588960402,0.00027737026232279384,5.378156964853377e-05,4.677924865576298e-05,5.378156964853377e-05,2.5842521318823868e-05,0.00017934021624107024,0.00033862308310410327,0.00017934021624107024,0.00025152774100396997,39.51209770187486,39.51209770187486,28.03098490446712
375,1350000,165.02,4.583888888888889e-05,2.068430304854454e-05,1.4319408213406211e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020555453683585655,0.0003305114782695822,0.00020671658335624392,0.0002357754080295417,3.177800863056387e-05,5.1085629815541154e-05,5.8728172094610675e-05,2.8219113297692864e-05,0.00017377652820529268,0.00027942584845404105,0.00014798841126163325,0.00020755629473184883,37.807141249056514,37.45555088176538,28.66347357617906
