,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
247,889200,160.16,4.4488888888888885e-05,1.846587864838077e-05,1.2638219252935989e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019571076596678515,0.0003166022634992297,0.00019571076596678515,0.00022646067059265614,5.208075780011941e-05,4.5405778901004e-05,5.208075780011941e-05,2.501711124074179e-05,0.00014363000816666573,0.0002711964845982257,0.00014363000816666573,0.00020144355935191436,38.1840281861215,38.1840281861215,28.471556681335247
248,892800,153.08,4.252222222222222e-05,1.8449776727954523e-05,1.2612474168853987e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018928076061145338,0.0003045538770075659,0.00018928076061145338,0.00021751611605884508,5.20000310275798e-05,4.5345848396824195e-05,5.20000310275798e-05,2.4977529235724128e-05,0.00013728072958387358,0.00025920802861074174,0.00013728072958387358,0.00019253858682312096,37.8498272715303,37.8498272715303,28.57877292645944
249,896400,145.81,4.050277777777778e-05,1.8461500606409308e-05,1.2614605553222474e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018178317714649973,0.000292264386156306,0.00018278002592491,0.00020838094130638224,2.823599754636807e-05,4.536653763440729e-05,5.2018965168282044e-05,2.4986302263533628e-05,0.00015354717960013164,0.00024689784852189873,0.00013076106075662794,0.0001833946390428486,37.801803518653756,37.46072577342443,28.701220136025075
250,900000,147.06,4.085e-05,1.8472874042845064e-05,1.2626375159654884e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001831199616321463,0.00029441446294044174,0.0001839426499228908,0.0002099733644491125,2.82564527370406e-05,4.540000848854939e-05,5.206060071591112e-05,2.5006519804428922e-05,0.00015486350889510567,0.00024901445445189233,0.00013188204920697966,0.0001849668446446836,37.801981667867196,37.522549644546075,28.68102933802242
251,903600,156.06,4.3349999999999997e-05,1.886061902188133e-05,1.275649426379552e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019278297764129999,0.0003104206388646949,0.00019278297764129999,0.00022165534513000147,5.282981159178793e-05,4.616662171684833e-05,5.282981159178793e-05,2.5368620152105895e-05,0.00013995316604951206,0.0002642540171478466,0.00013995316604951206,0.00019628672497789556,37.89621130013538,37.89621130013538,28.595164954023616
252,907200,169.84,4.7177777777777776e-05,1.914948944011231e-05,1.2907631398409372e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020584379662729217,0.0003344000874716601,0.00020584379662729217,0.00023932250268226835,5.353285390110269e-05,4.681260655156357e-05,5.353285390110269e-05,2.570378314974378e-05,0.0001523109427261895,0.00028758748092009656,0.0001523109427261895,0.00021361871953252457,38.44385682323211,38.44385682323211,28.432284664832647
253,910800,176.53,4.9036111111111105e-05,1.8822819071374263e-05,1.2706800989455364e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021097654241824138,0.00034495632803654465,0.00021097654241824138,0.00024732182826331405,5.266606950576947e-05,4.6040772179122144e-05,5.266606950576947e-05,2.5288664349768583e-05,0.0001583104729124719,0.0002989155558574225,0.0001583104729124719,0.00022203316391354545,38.83963700011019,38.83963700011019,28.303437808767264
254,914400,139.28,3.8688888888888886e-05,1.9068760342274267e-05,1.285808865906382e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017570422599568869,0.00028246268591088184,0.00017822387587964142,0.00020078273908541534,2.9033550632501422e-05,4.6621986767269966e-05,5.331885878765089e-05,2.5601302106552768e-05,0.00014667067536318725,0.0002358406991436119,0.00012490501709199053,0.00017518143697886257,37.79559752146373,36.9035682341873,28.917075033137955
255,918000,123.76,3.437777777777778e-05,1.913164875550734e-05,1.2865548504353502e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015942968760789645,0.0002562883988068867,0.00016439771992198096,0.00018130449979785718,2.9102556771106843e-05,4.6727478890075844e-05,5.341089542955744e-05,2.56435675713779e-05,0.0001303271308367896,0.00020956091991681082,0.00011098682449242352,0.0001556609322264793,37.79285822140287,35.85440437908598,29.257625143434556
256,921600,124.32,3.453333333333333e-05,1.9195611244856208e-05,1.2865918155130512e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001600840638136517,0.0002573339633389675,0.0001649762218892628,0.0001820431261721205,2.9167217452713707e-05,4.682480396551959e-05,5.348719457108171e-05,2.5677845836019157e-05,0.00013091684636093798,0.00021050915937344795,0.00011148902731818109,0.00015636528033610136,37.791319211609675,35.890226168105336,29.258025714884674
257,925200,135.15,3.754166666666667e-05,1.926615664720847e-05,1.2872119554465104e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001715644905100318,0.00027578758083433066,0.00017478651212740964,0.00019570951255557775,2.9242967137438743e-05,4.6940147683417735e-05,5.3585240875381194e-05,2.5722642885177983e-05,0.00014232152337259306,0.0002288474331509129,0.00012120127125202844,0.00016998686967039978,37.7910745686939,36.622776269100285,29.036140074362844
258,928800,152.47,4.2352777777777774e-05,1.984845769269309e-05,1.3115313003347932e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019057575988176231,0.00030633254384193316,0.00019158870042106294,0.00021809544209116784,3.0015177798009e-05,4.815741892502826e-05,5.485501320096104e-05,2.632409160174236e-05,0.00016056058208375332,0.00025817512491690486,0.00013673368722010192,0.00019177135048942546,37.78794851777194,37.45728154827643,28.80435119433326
259,932400,159.75,4.4374999999999994e-05,1.965129233740088e-05,1.3142202539758129e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019794936358384307,0.00031839836361966894,0.00019794936358384307,0.00022718012517286519,5.468703962889271e-05,4.789612576648113e-05,5.468703962889271e-05,2.6252249258352743e-05,0.00014326232395495036,0.0002705022378531878,0.00014326232395495036,0.00020092787591451247,37.829654231421806,37.829654231421806,28.64909147452942
260,936000,163.84,4.551111111111111e-05,1.9355544304462515e-05,1.295189184581523e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020081213984627098,0.00032461339787735646,0.00020081213984627098,0.0002319383126397891,5.388194168176979e-05,4.7185625421229416e-05,5.388194168176979e-05,2.5866179996072537e-05,0.0001469301981645012,0.000277427772456127,0.0001469301981645012,0.00020607213264371658,38.13806171914671,38.13806171914671,28.54937160436653
261,939600,148.89,4.135833333333333e-05,1.913338658226857e-05,1.2800731196488194e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018584531269743974,0.00029875375091740325,0.0001867806744454615,0.0002128348291896275,2.9054697714492067e-05,4.6640585384000294e-05,5.32574981471669e-05,2.5566275543857505e-05,0.00015679061498294767,0.000252113165533403,0.00013352317629829457,0.00018726855364577003,37.7931449808573,37.48005711329096,28.759110626708022
262,943200,132.72,3.6866666666666664e-05,1.8839070560702748e-05,1.2654068782466349e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016840880143822055,0.0002707252895930063,0.00017158083646978204,0.0001921641335189318,2.864622221505706e-05,4.599253837000103e-05,5.255876676523736e-05,2.5233631538499292e-05,0.0001397625792231635,0.00022473275122300525,0.00011902206970454468,0.0001669305019804325,37.793472604130486,36.62179225009701,29.018772569115757
263,946800,128.59,3.5719444444444445e-05,1.88173642830559e-05,1.265859198662677e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016404126409225452,0.00026370541599978473,0.00016786234627722536,0.0001869635428069071,2.8627836859685203e-05,4.59659307694785e-05,5.254402241264277e-05,2.522760813493737e-05,0.0001354134272325693,0.00021773948523030626,0.00011531832386458258,0.0001617359346719697,37.79374478513235,36.34474830908957,29.10136407397119
264,950400,136.84,3.801111111111111e-05,1.879328576844851e-05,1.2611064754244393e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001726684274508242,0.0002775729262367749,0.000175118500367938,0.00019727001540897812,2.856722687142626e-05,4.5863841868510604e-05,5.2401652731034054e-05,2.5157523764897444e-05,0.00014410120057939795,0.0002317090843682643,0.00012271684763690395,0.00017211249164408068,37.7934909604495,36.91081376626818,28.930383058791875
265,954000,156.63,4.350833333333333e-05,1.825238320474816e-05,1.2491323111216712e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019194109122164924,0.00031009892968448627,0.00019194109122164924,0.00022173058506463076,5.14767544387768e-05,4.4879740232562585e-05,5.14767544387768e-05,2.4726934332298393e-05,0.00014046433678287245,0.0002652191894519237,0.00014046433678287245,0.00019700365073233234,38.103271940686184,38.103271940686184,28.496823484610832
266,957600,197.7,5.491666666666666e-05,1.8284722178663072e-05,1.2512153832928424e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022886037249882972,0.00037971985367332684,0.00022886037249882972,0.0002734292128558035,5.156483919120099e-05,4.495745978553194e-05,5.156483919120099e-05,2.4769174869580584e-05,0.00017729553330762872,0.0003347623938877949,0.00017729553330762872,0.00024866003798622294,39.72915287813252,39.72915287813252,27.9918576259026
267,961200,206.0,5.722222222222222e-05,1.8197879482044973e-05,1.2470931840130709e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023610248766617336,0.0003935857360241902,0.00023610248766617336,0.00028377298344570617,5.1363591048209184e-05,4.476907876123754e-05,5.1363591048209184e-05,2.4673500263298833e-05,0.00018473889661796417,0.0003488166572629527,0.00018473889661796417,0.00025909948318240733,40.01243793762327,40.01243793762327,27.9005925590085
268,964800,200.79,5.5774999999999994e-05,1.818231120888828e-05,1.2488744831534084e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023145457208423344,0.00038476476097058657,0.00023145457208423344,0.00027723328972533774,5.1387955327335266e-05,4.477011722384743e-05,5.1387955327335266e-05,2.468675949137867e-05,0.00018006661675689818,0.00033999464374673917,0.00018006661675689818,0.00025254653023395904,39.84517410056503,39.84517410056503,27.94732838163137
269,968400,193.43,5.3730555555555555e-05,1.8249636606963604e-05,1.2520747172430972e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022501031831420016,0.00037244829068860643,0.00022501031831420016,0.00026805036948427427,5.1544081552972905e-05,4.491622265766978e-05,5.1544081552972905e-05,2.476098583391969e-05,0.00017346623676122724,0.00032753206803093663,0.00017346623676122724,0.00024328938365035462,39.586158954257364,39.586158954257364,28.030178635352183
270,972000,187.83,5.2175e-05,1.841939407003483e-05,1.2627634646515063e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00022044477613784088,0.0003633704734828479,0.00022044477613784088,0.0002612256544859365,5.2000567634189385e-05,4.53208000182828e-05,5.2000567634189385e-05,2.497975193180266e-05,0.0001684442085036515,0.0003180496734645651,0.0001684442085036515,0.00023624590255413383,39.33332721700997,39.33332721700997,28.11037947521427
271,975600,178.8,4.966666666666666e-05,1.8449518045736384e-05,1.2631402046568516e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021239130720249628,0.000348130911748667,0.00021239130720249628,0.0002498885208514006,5.2045119264185625e-05,4.5371599522376015e-05,5.2045119264185625e-05,2.500023156492279e-05,0.00016034618793831065,0.000302759312226291,0.00016034618793831065,0.00022488828928647782,38.99096574456677,38.99096574456677,28.219956223879493
272,979200,172.76,4.798888888888888e-05,1.8460729448516885e-05,1.2630481577951077e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020698570191864075,0.0003379191703056772,0.00020698570191864075,0.00024229644285157545,5.205613017242964e-05,4.5387297933115574e-05,5.205613017242964e-05,2.5005051033164357e-05,0.0001549295717462111,0.0002925318723725617,0.0001549295717462111,0.0002172913918184111,38.74697853590129,38.74697853590129,28.29751486652939
273,982800,168.44,4.6788888888888886e-05,1.854012048741692e-05,1.266573209294087e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020328970745114112,0.0003307730346589905,0.00020328970745114112,0.00023694742799773135,5.2234271789345575e-05,4.5556152380486846e-05,5.2234271789345575e-05,2.5089578739261965e-05,0.00015105543566179555,0.00028521688227850365,0.00015105543566179555,0.00021185784925846938,38.541027789426046,38.541027789426046,28.36555487601593
274,986400,167.29,4.646944444444444e-05,1.8690841813767395e-05,1.273833519948778e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020261021881934566,0.00032915416856239,0.00020261021881934566,0.00023566832706584313,5.258609253187367e-05,4.588456373948052e-05,5.258609253187367e-05,2.5256906961061947e-05,0.00015002412628747197,0.0002832696048229095,0.00015002412628747197,0.00021041142010478118,38.445191290068195,38.445191290068195,28.401840360963554
275,990000,179.2,4.977777777777777e-05,1.8667088527128752e-05,1.2720134683179845e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00021321934247574737,0.00034926009849572644,0.00021321934247574737,0.000250613776518233,5.251443823332416e-05,4.582347237183751e-05,5.251443823332416e-05,2.5222381439168015e-05,0.0001607049042424232,0.00030343662612388893,0.0001607049042424232,0.000225391395079065,38.95113029112419,38.95113029112419,28.244372146250328
276,993600,201.18,5.5883333333333334e-05,1.8626394217189343e-05,1.2727902478592558e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0002329014531336406,0.00038642763035668347,0.0002329014531336406,0.0002782472879716805,5.248508798023267e-05,4.5772605559786256e-05,5.248508798023267e-05,2.521022958994889e-05,0.00018041636515340792,0.0003406550247968972,0.00018041636515340792,0.0002530370583817316,39.72960657117969,39.72960657117969,27.994981178015017
277,997200,201.12,5.5866666666666665e-05,1.874073865488251e-05,1.2832254907659684e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00023323271946792452,0.0003866432353624606,0.00023323271946792452,0.00027835821922363076,5.287016176013348e-05,4.608980765020302e-05,5.287016176013348e-05,2.5396626710787184e-05,0.00018036255770779105,0.00034055342771225754,0.00018036255770779105,0.00025296159251284354,39.67753780839347,39.67753780839347,28.006442693176176
278,1000800,154.19,4.2830555555555554e-05,1.967271902403441e-05,1.3166337364046323e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019224920101677286,0.0003090494665411971,0.00019304634994215159,0.0002202274101295043,2.9877349823135254e-05,4.7961891864621e-05,5.477018261436569e-05,2.629270473195388e-05,0.0001623718511936376,0.0002610875746765761,0.0001382761673277859,0.00019393470539755042,37.79338849266529,37.535452786029,28.74040114217527
279,1004400,133.01,3.6947222222222215e-05,2.071920816179336e-05,1.3659945454363366e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001713763857246633,0.00027545143443379375,0.00017646992753888357,0.00019473709473455785,3.1308418105065834e-05,5.0227630635029974e-05,5.7187788513857296e-05,2.744184105449963e-05,0.00014006796761959747,0.00022522380379876375,0.00011928213902502626,0.00016729525368005822,37.78344771486222,35.93428623756211,29.302566481510205
280,1008000,139.31,3.869722222222222e-05,2.0659821744199785e-05,1.3814377722429755e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017806910869284587,0.0002862425378578243,0.0001824200545895956,0.00020281594353007307,3.136684142657923e-05,5.03510401718926e-05,5.748813377479666e-05,2.7596773616766464e-05,0.00014670226726626665,0.00023589149768593173,0.00012493192081479895,0.0001752191699133066,37.790829404505835,36.27080868036356,29.145421554775663
281,1011600,140.19,3.894166666666667e-05,1.926001808854841e-05,1.3027636404798605e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017698477721042423,0.00028452724018497566,0.00017967206383138958,0.00020223305165335985,2.9355814120495864e-05,4.714565192432837e-05,5.3950967147542984e-05,2.59070489963614e-05,0.00014762896308992838,0.0002373815882606473,0.00012572109668384658,0.00017632600265699846,37.79689526550652,36.85242097924195,28.923131745879605
282,1015200,137.5,3.8194444444444444e-05,1.899474416490565e-05,1.2810408217344857e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017371878394729484,0.0002792707522080504,0.00017642597403718833,0.00019844723511284277,2.8922561500150587e-05,4.644409990874941e-05,5.311724449849868e-05,2.550461891099321e-05,0.00014479622244714424,0.00023282665229930097,0.00012330872953868966,0.00017294261620184957,37.79556843178541,36.82619012471633,28.940917176674454
283,1018800,128.72,3.575555555555555e-05,1.8999375813248623e-05,1.286192084161169e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001645169740763587,0.0002644818705213707,0.0001686811505749335,0.00018746867007547283,2.8966648597112155e-05,4.6522258274345154e-05,5.324624391151433e-05,2.5569226020912315e-05,0.00013555032547924657,0.00021795961224702558,0.00011543490666341915,0.00016189944405456053,37.79650236439727,36.22203660220117,29.118517762326192
284,1022400,134.48,3.735555555555555e-05,1.868602986204626e-05,1.272255829433073e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017016057746605868,0.0002735684220412031,0.00017314300411944822,0.00019437949213888596,2.854460659557175e-05,4.5855489668766825e-05,5.254258267680833e-05,2.5235324671069765e-05,0.00014161597087048694,0.0002277129323724363,0.00012060042144263989,0.00016914416746781618,37.799627531415084,36.70943348374816,28.9466632557431
285,1026000,127.89,3.5524999999999996e-05,1.8597909017121167e-05,1.2647309746478506e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016307460469602858,0.0002621723633770794,0.00016694879472651164,0.00018595341569611597,2.839832186864475e-05,4.561817746756965e-05,5.2258224394126015e-05,2.5097916161173893e-05,0.00013467628282738382,0.0002165541859095098,0.00011469057033238561,0.0001608554995349421,37.79870517416807,36.320978849173684,29.07207559911211
286,1029600,116.57,3.238055555555555e-05,1.845596073461031e-05,1.2581120850752693e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015096039879799387,0.0002426981068524246,0.00015647102880716576,0.00017156057359626564,2.820479406589495e-05,4.5311904244937256e-05,5.193212988116538e-05,2.494296799154127e-05,0.00012275560473209892,0.00019738620260748734,0.00010453889892600039,0.00014661760560472436,37.79910327451088,35.52853343750647,29.311119966590827
287,1033200,118.81,3.300277777777778e-05,1.8493547521393503e-05,1.263341467271499e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001533971149849076,0.00024662018337482966,0.0001586495675602132,0.00017446094701435567,2.8282648156215194e-05,4.5441022940793675e-05,5.210185733118251e-05,2.5025948971142947e-05,0.0001251144668286924,0.000201179160434036,0.00010654771022903069,0.0001494349980432127,37.800259132982426,35.670485120397835,29.25925825413957
288,1036800,129.61,3.600277777777778e-05,1.8297539312786014e-05,1.2679919765481071e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001646085121395486,0.0002646752093985889,0.00016821534092224753,0.00018799724206790912,2.812096020228048e-05,4.520857372940776e-05,5.198229048217792e-05,2.4978387624842025e-05,0.00013648755193726813,0.0002194666356691811,0.00011623305044006961,0.0001630188544430671,37.807355470282964,36.44461779987756,28.97058908724852
289,1040400,155.89,4.330277777777777e-05,1.84621659217614e-05,1.2733298357762426e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019210511273436457,0.0003094976386842531,0.00019210511273436457,0.00022120277881316927,5.230440111410034e-05,4.553147994288568e-05,5.230440111410034e-05,2.512987379712329e-05,0.00013980071162026422,0.0002639661587413674,0.00013980071162026422,0.00019607290501604598,37.9300231332787,37.9300231332787,28.528443786015927
